Geo Point;Name;Name (en);Name (fr);IATA code;ICAO code;Wikipedia id;Wikidata id;Website;Phone;Operator;Description;Edit in OSM;Source;other_tags;Country;Country code
38.9640972, 121.5379981;大连周水子国际机场;Dalian Zhoushuizi International Airport;;DLC;ZYTL;en:Dalian Zhoushuizi International Airport;Q965083;;;Dalian Zhoushuizi International Airport Co., Ltd.;;https://www.openstreetmap.org/edit?node=93166761;wikipedia;"{""name:zh"": ""\u5927\u8fde\u5468\u6c34\u5b50\u56fd\u9645\u673a\u573a"", ""name:ja"": ""\u5927\u9023\u5468\u6c34\u5b50\u56fd\u969b\u7a7a\u6e2f"", ""type"": ""public"", ""name:zh_pinyin"": ""D\u00e0li\u00e1n Zh\u014dushu\u01d0z\u01d0 Gu\u00f3j\u00ec J\u012bch\u01ceng"", ""closest_town"": ""Dalian"", ""aerodrome:type"": ""international"", ""ele"": ""33"", ""aeroway"": ""aerodrome"", ""name:ru"": ""\u0410\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u0414\u0430\u043b\u044c\u043d\u0438\u0439"", ""ref"": ""DLC""}";China;CN
36.8519892, 10.2318448;مطار تونس قرطاج الدولي;Tunis-Carthage International Airport;Aéroport International Tunis-Carthage;TUN;DTTA;fr:Aéroport international de Tunis-Carthage;Q1141214;;;Tunisian Civil Aviation & Airports Authority;;https://www.openstreetmap.org/edit?node=94666415;;"{""name:pt"": ""Aeroporto Internacional de T\u00fanis-Cartago"", ""int_name"": ""Carthage International Airport"", ""name:nl"": ""Luchthaven Tunis-Carthage"", ""name:id"": ""Bandar Udara Internasional Tunis-Carthage"", ""name:ms"": ""Lapangan Terbang Carthage"", ""name:ko"": ""\ud280\ub2c8\uc2a4 \uce74\ub974\ud0c0\uace0 \uad6d\uc81c\uacf5\ud56d"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u062a\u0648\u0646\u0633 \u0642\u0631\u0637\u0627\u062c \u0627\u0644\u062f\u0648\u0644\u064a"", ""aerodrome:type"": ""public"", ""name:ja"": ""\u30c1\u30e5\u30cb\u30b9\u30fb\u30ab\u30eb\u30bf\u30b4\u56fd\u969b\u7a7a\u6e2f"", ""name:ckb"": ""\u0641\u0695\u06c6\u06a9\u06d5\u062e\u0627\u0646\u06d5\u06cc \u0642\u0631\u062a\u0627\u062c-\u062a\u0648\u0646\u0633\u06cc \u0646\u06ce\u0648\u062f\u06d5\u0648\u06b5\u06d5\u062a\u06cc"", ""name:it"": ""Aeroporto di Tunisi-Cartagine"", ""name:vi"": ""S\u00e2n bay qu\u1ed1c t\u1ebf Tunis-Carthage"", ""name:ru"": ""\u0422\u0443\u043d\u0438\u0441-\u041a\u0430\u0440\u0444\u0430\u0433\u0435\u043d (\u0430\u044d\u0440\u043e\u043f\u043e\u0440\u0442)"", ""name:pl"": ""Port lotniczy Tunis"", ""ele"": ""7"", ""name:ca"": ""Aeroport Internacional de Tunis"", ""aerodrome"": ""international"", ""passengers"": ""3712265"", ""ref"": ""TUN"", ""name:de"": ""Internationaler Flughafen Tunis-Karthago"", ""name:tr"": ""Tunus-Kartaca Uluslararas\u0131 Havaliman\u0131"", ""aeroway"": ""aerodrome"", ""is_in"": ""\u062a\u0648\u0646\u0633"", ""name:zh"": ""\u7a81\u5c3c\u65af-\u8fe6\u592a\u57fa\u56fd\u9645\u673a\u573a"", ""name:es"": ""Aeropuerto Internacional de T\u00fanez-Cartago""}";Tunisia;TN
12.5020631, -70.0154973;Aeropuerto Internacional Reina Beatrix;Queen Beatrix International Airport;;AUA;TNCA;en:Queen Beatrix International Airport;Q1139661;;;;;https://www.openstreetmap.org/edit?node=97834000;;"{""aeroway"": ""aerodrome"", ""aerodrome:type"": ""international"", ""ele"": ""18"", ""name:mk"": ""\u041c\u0435\u0453\u0443\u043d\u0430\u0440\u043e\u0434\u0435\u043d \u0430\u0435\u0440\u043e\u0434\u0440\u043e\u043c \u201e\u041a\u0440\u0430\u043b\u0438\u0446\u0430 \u0411\u0435\u0430\u0442\u0440\u0438\u0441\u0430\u201c"", ""internet_access"": ""wlan""}";Aruba;AW
29.7260922, 106.6538053;重庆江北国际机场;Chongqing Jiangbei International Airport;Aéroport international de Chóngqìng-Jiāngběi;CKG;ZUCK;zh:重庆江北国际机场;Q788417;;;;;https://www.openstreetmap.org/edit?node=103282476;;"{""name:zh_pinyin"": ""ch\u00f3ngq\u00ecng ji\u0101ngb\u011bi gu\u00f3j\u00ec j\u012bch\u01ceng"", ""aeroway"": ""aerodrome"", ""name:zh"": ""\u91cd\u5e86\u6c5f\u5317\u56fd\u9645\u673a\u573a"", ""aerodrome:type"": ""international""}";China;CN
39.1276153, 117.3540959;天津滨海国际机场;Tianjin Binhai International Airport;;TSN;ZBTJ;;;;;Civil Aviation Administration of China;;https://www.openstreetmap.org/edit?node=107015361;Bing Sat;"{""wikipedia:en"": ""Tianjin_Binhai_International_Airport"", ""aeroway"": ""aerodrome"", ""city_served"": ""Tianjin"", ""type"": ""public"", ""name:ru"": ""\u0410\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u0422\u044f\u043d\u044c\u0446\u0437\u0438\u043d\u044c"", ""name:zh_pinyin"": ""Ti\u0101nj\u012bn B\u012bnh\u0103i Gu\u00f3j\u00ec J\u012bch\u01ceng"", ""name:zh"": ""\u5929\u6d25\u6ee8\u6d77\u56fd\u9645\u673a\u573a"", ""aerodrome:type"": ""international"", ""ele"": ""3""}";China;CN
33.36925, -7.5821483;Aéroport International Mohammed V ⴰⵣⴰⴳⵯⵣ ⴰⴳⵔⴰⵖⵍⴰⵏ ⵏ ⵎⵓⵃⵎⵎⴷ ⵡⵉⵙ 5 مطار محمد الخامس الدولي‎;Mohammed V International Airport;Aéroport International Mohammed V;CMN;GMMN;en:Mohammed V International Airport;;;;ONDA (Office National Des Aéroports);;https://www.openstreetmap.org/edit?node=127751873;wikipedia;"{""name:ber"": ""\u2d30\u2d63\u2d30\u2d33\u2d6f\u2d63 \u2d30\u2d33\u2d54\u2d30\u2d56\u2d4d\u2d30\u2d4f \u2d4f \u2d4e\u2d53\u2d43\u2d4e\u2d4e\u2d37 \u2d61\u2d49\u2d59 5"", ""passengers"": ""7245000"", ""aeroway"": ""aerodrome"", ""name:es"": ""Aeropuerto Internacional Moh\u00e1mmed V"", ""aerodrome"": ""international"", ""old_name"": ""Nouasseur Air Base"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0645\u062d\u0645\u062f \u0627\u0644\u062e\u0627\u0645\u0633 \u0627\u0644\u062f\u0648\u0644\u064a\u200e"", ""aerodrome:type"": ""public"", ""is_in"": ""656""}";Morocco;MA
57.5425593, -4.0494887;Inverness Airport;;;INV;EGPE;;;https://www.hial.co.uk/;;;;https://www.openstreetmap.org/edit?node=145063230;;"{""aeroway"": ""aerodrome"", ""alt_name"": ""Dalcross Airport"", ""name:gd"": ""Port-adhair Inbhir Nis"", ""owner"": ""Highlands & Islands Ltd"", ""aerodrome"": ""international"", ""type"": ""civil"", ""ele"": ""9""}";United Kingdom;GB
28.8618341, 115.9071272;南昌昌北国际机场;Nanchang Changbei International Airport;;KHN;ZSCN;;;;;;;https://www.openstreetmap.org/edit?node=151462512;ourairports.com;"{""aeroway"": ""aerodrome"", ""name:zh"": ""\u5357\u660c\u660c\u5317\u56fd\u9645\u673a\u573a"", ""aerodrome:type"": ""international""}";China;CN
40.6429062, -73.7858125;John F. Kennedy International Airport;;;JFK;KJFK;en:John F. Kennedy International Airport;Q8685;www.panynj.gov/airports/jfk.html;;Port Authority of New York and New Jersey;;https://www.openstreetmap.org/edit?node=158042008;;"{""city_served"": ""New York City"", ""gnis:county_name"": ""Queens"", ""name:ja"": ""\u30b8\u30e7\u30f3\u30fbF\u30fb\u30b1\u30cd\u30c7\u30a3\u56fd\u969b\u7a7a\u6e2f"", ""addr:street"": ""JFK Access road"", ""postal_code"": ""11430"", ""alt_name"": ""JFK"", ""owner"": ""City of New York"", ""gnis:created"": ""08/01/1994"", ""name:de"": ""Flughafen New York-John F. Kennedy"", ""is_in"": ""US"", ""addr:city"": ""Queens"", ""gnis:feature_type"": ""Airport"", ""addr:postcode"": ""11430"", ""rank_aci:2016"": ""16"", ""addr:state"": ""NY"", ""ele"": ""3"", ""aeroway"": ""aerodrome"", ""gnis:feature_id"": ""978178"", ""aerodrome"": ""international"", ""name:zh"": ""\u7518\u8ffa\u8fea\u570b\u969b\u6a5f\u5834"", ""wheelchair"": ""yes""}";United States;US
50.0128618, 15.7358868;Letiště Pardubice;Pardubice Airport;;PED;LKPD;cs:Letiště Pardubice;Q2115080;https://www.airport-pardubice.cz/;+420 466 310 155;EBA a. s.;;https://www.openstreetmap.org/edit?node=161214673;wikipedia;"{""addr:housenumber"": ""179"", ""addr:city"": ""Pardubice"", ""addr:postcode"": ""53006"", ""name:cs"": ""Leti\u0161t\u011b Pardubice"", ""closest_town"": ""Pardubice"", ""aerodrome:type"": ""international"", ""ele"": ""226"", ""aeroway"": ""aerodrome"", ""email"": ""handling@airport-pardubice.cz"", ""addr:street"": ""Pra\u017esk\u00e1""}";Czech Republic;CZ
15.120378, 145.7290087;Saipan International Airport;;;SPN;PGSN;en:Saipan International Airport;;http://www.cpa.gov.mp/spnapt.asp;;Commonwealth Ports Authority;;https://www.openstreetmap.org/edit?node=165462233;"Wikipedia;USGS GNIS";"{""gnis:county_name"": ""Saipan"", ""gnis:feature_type"": ""Airport"", ""ref"": ""SPN"", ""addr:state"": ""WP"", ""ele"": ""61"", ""aeroway"": ""aerodrome"", ""aerodrome:type"": ""international"", ""alt_name"": ""Francisco C. Ada/Saipan International Airport"", ""gnis:created"": ""01/01/2000"", ""gnis:feature_id"": ""1390586"", ""name:zh"": ""\u585e\u73ed\u56fd\u9645\u673a\u573a"", ""source_ref"": ""geonames.usgs.gov""}";Northern Mariana Islands;MP
6.1664157, -75.4262198;José María Córdova;José María Córdova International Airport;;MDE;SKRG;es:Aeropuerto Internacional José María Córdova;;;;AirPlan;;https://www.openstreetmap.org/edit?node=175757629;wikipedia;"{""closest_city"": ""Medell\u00edn"", ""is_in:country"": ""Colombia"", ""closest_town"": ""Rionegro"", ""ele"": ""2142"", ""is_in:state"": ""Antioquia"", ""international_flights"": ""yes"", ""is_in:town"": ""Rionegro"", ""aeroway"": ""aerodrome"", ""type"": ""civil"", ""name:es"": ""Aeropuerto Internacional Jos\u00e9 Mar\u00eda C\u00f3rdova"", ""aerodrome"": ""international""}";Colombia;CO
-37.0088181, 174.7869275;Auckland International Airport;;;AKL;NZAA;en:Auckland Airport;Q45938;;;;;https://www.openstreetmap.org/edit?node=175985082;Gagravarr_Airports;"{""attribution"": ""http://wiki.osm.org/wiki/Attribution#LINZ"", ""name:ja"": ""\u30aa\u30fc\u30af\u30e9\u30f3\u30c9\u56fd\u969b\u7a7a\u6e2f"", ""LINZ:layer"": ""airport_poly"", ""ref"": ""AKL"", ""old_name"": ""Mangere Airport"", ""name:cs"": ""Mezin\u00e1rodn\u00ed leti\u0161t\u011b Auckland"", ""aerodrome:type"": ""international"", ""ele"": ""7"", ""note"": ""Auckland Airport (Start Tour)"", ""aeroway"": ""aerodrome"", ""LINZ:dataset"": ""mainland"", ""source_ref"": ""http://www.linz.govt.nz/topography/topo-maps/"", ""LINZ:source_version"": ""2012-06-06"", ""name:mk"": ""\u041c\u0435\u0453\u0443\u043d\u0430\u0440\u043e\u0434\u0435\u043d \u0430\u0435\u0440\u043e\u0434\u0440\u043e\u043c \u041e\u043a\u043b\u0435\u043d\u0434"", ""is_in"": ""Auckland,North Island,New Zealand""}";;
39.4880551, -0.4836608;Aeropuerto de Valencia;Valencia Airport;;VLC;LEVC;;;;;;;https://www.openstreetmap.org/edit?node=178540364;;"{""name:it"": ""Aeroporto di Valencia"", ""nohousenumber"": ""yes"", ""addr:city"": ""Manises"", ""alt_name:ca"": ""Aeroport de Manises;Aeroport de Val\u00e8ncia-Manises"", ""addr:postcode"": ""46940"", ""name:es"": ""Aeropuerto de Valencia"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Aeropuerto de Manises;Aeropuerto de Valencia-Manises"", ""alt_name:es"": ""Aeropuerto de Manises;Aeropuerto de Valencia-Manises"", ""aerodrome"": ""international"", ""ref"": ""VLC"", ""name:ca"": ""Aeroport de Val\u00e8ncia"", ""addr:street"": ""Carretera del Aeropuerto""}";Spain;ES
-31.9421047, 115.9672148;Perth Airport;;;PER;YPPH;en:Perth Airport;Q45935;;;Perth Airport Proprietary Limited;;https://www.openstreetmap.org/edit?node=179200892;;"{""passengers"": ""14000000"", ""aeroway"": ""aerodrome"", ""contact:website"": ""http://www.perthairport.com.au/"", ""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""ele"": ""20""}";Australia;AU
31.9885999, 116.9736503;合肥新桥国际机场;Hefei Xinqiao International Airport;;HFE;ZSOF;zh:合肥新桥国际机场;Q1431445;;;;;https://www.openstreetmap.org/edit?node=182657362;;"{""aeroway"": ""aerodrome"", ""aerodrome:type"": ""international""}";China;CN
42.1755044, 42.4779038;ქუთაისის დავით აღმაშენებელის საერთაშორისო აეროპორტი;Kutaisi King David the Builder International Airport;;KUT;UGKO;en:Kopitnari Airport;Q1156904;;;;;https://www.openstreetmap.org/edit?node=192036204;;"{""name:ka"": ""\u10e5\u10e3\u10d7\u10d0\u10d8\u10e1\u10d8\u10e1 \u10d3\u10d0\u10d5\u10d8\u10d7 \u10d0\u10e6\u10db\u10d0\u10e8\u10d4\u10dc\u10d4\u10d1\u10d4\u10da\u10d8\u10e1 \u10e1\u10d0\u10d4\u10e0\u10d7\u10d0\u10e8\u10dd\u10e0\u10d8\u10e1\u10dd \u10d0\u10d4\u10e0\u10dd\u10de\u10dd\u10e0\u10e2\u10d8"", ""type"": ""public"", ""old_name:ru"": ""\u0410\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u041a\u043e\u043f\u0438\u0442\u043d\u0430\u0440\u0438"", ""closest_town"": ""Kutaisi"", ""name:de"": ""Internationaler Flughafen Kutaissi - K\u00f6nig David der Erbauer"", ""old_name:ka"": ""\u10d9\u10dd\u10de\u10d8\u10e2\u10dc\u10d0\u10e0\u10d8\u10e1 \u10d0\u10d4\u10e0\u10dd\u10de\u10dd\u10e0\u10e2\u10d8"", ""aeroway"": ""aerodrome"", ""old_name:en"": ""Kopitnari Airport"", ""old_name"": ""\u10d9\u10dd\u10de\u10d8\u10e2\u10dc\u10d0\u10e0\u10d8\u10e1 \u10d0\u10d4\u10e0\u10dd\u10de\u10dd\u10e0\u10e2\u10d8 (Kopitnari Airport)"", ""ele"": ""68"", ""ref"": ""KUT"", ""old_name:de"": ""Internationaler Flughafen Kopitnari"", ""aerodrome"": ""international""}";Georgia;GE
-33.360362, -56.4971965;"Aeropuerto Internacional de Alternativa Durazno ""Santa Bernardina""";Santa Bernardina International Airport;;DZO;SUDU;;Q1432740;;;;;https://www.openstreetmap.org/edit?node=202768341;;"{""aeroway"": ""aerodrome"", ""aerodrome:type"": ""international"", ""operator:type"": ""public""}";Uruguay;UY
33.6378631, -84.4296264;Hartsfield–Jackson Atlanta International Airport;Hartsfield–Jackson Atlanta International Airport;Aéroport international Hartsfield–Jackson d'Atlanta;ATL;KATL;en:Hartsfield–Jackson Atlanta International Airport;Q214861;https://www.atl.com;;Department of Aviation;;https://www.openstreetmap.org/edit?node=208889095;;"{""city_served"": ""Atlanta, Georgia"", ""short_name"": ""Hartsfield-Jackson"", ""aerodrome:type"": ""international"", ""internet_access:ssid"": ""ATL Free Wi-Fi"", ""alt_name"": ""Atlanta Airport"", ""gnis:created"": ""09/01/1992"", ""owner"": ""City of Atlanta"", ""name:ru"": ""\u041c\u0435\u0436\u0434\u0443\u043d\u0430\u0440\u043e\u0434\u043d\u044b\u0439 \u0430\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u0425\u0430\u0440\u0442\u0441\u0444\u0438\u043b\u0434\u2013\u0414\u0436\u0435\u043a\u0441\u043e\u043d \u0410\u0442\u043b\u0430\u043d\u0442\u0430"", ""ele"": ""313"", ""name:hr"": ""Me\u0111unarodna zra\u010dna luka Hartsfield\u2013Jackson Atlanta"", ""addr:street"": ""N Terminal Pkwy"", ""addr:housenumber"": ""6000"", ""passengers"": ""104171935"", ""faa"": ""ATL"", ""addr:city"": ""Atlanta"", ""gnis:feature_type"": ""Airport"", ""rank_aci:2016"": ""1"", ""addr:state"": ""GA"", ""name:de"": ""Flughaben Hartsfield\u2013Jackson Atlanta"", ""internet_access:fee"": ""no"", ""aeroway"": ""aerodrome"", ""gnis:feature_id"": ""351665"", ""passengers:year"": ""2016"", ""name:es"": ""Aeropuerto Internacional Hartsfield\u2013Jackson"", ""internet_access"": ""wlan""}";United States;US
39.7161642, -86.2970069;Indianapolis International Airport;;;IND;KIND;en:Indianapolis International Airport;Q1156865;https://www.indianapolisairport.com/;317-487-7243;Indianapolis Airport Authority;;https://www.openstreetmap.org/edit?node=209049565;;"{""addr:housenumber"": ""7800"", ""aeroway"": ""aerodrome"", ""addr:city"": ""Indianapolis"", ""addr:postcode"": ""46241"", ""aerodrome"": ""international"", ""ref"": ""KIND"", ""addr:state"": ""IN"", ""addr:street"": ""Colonel H. Weir Cook Memorial Dr""}";United States;US
42.5614853, 18.2659879;Zračna luka Dubrovnik;Dubrovnik airport;;DBV;LDDU;hr:Zračna luka Dubrovnik;Q1147000;;;;;https://www.openstreetmap.org/edit?node=209996074;;"{""aeroway"": ""aerodrome"", ""ref"": ""DBV"", ""aerodrome"": ""international""}";Croatia;HR
16.0428882, 108.1984008;Cảng hàng không quốc tế Đà Nẵng;Da Nang International Airport;Aéroport International de Da Nang;DAD;VVDN;vi:Cảng hàng không quốc tế Đà Nẵng;Q773330;;;Airports Corporation of Vietnam;;https://www.openstreetmap.org/edit?node=217476265;;"{""name:ar"": ""\u0645\u0637\u0627\u0631 \u062f\u0627 \u0646\u0627\u0646\u063a \u0627\u0644\u062f\u0648\u0644\u064a"", ""contact:fax"": ""+84 511 3823393"", ""addr:city"": ""Da Nang"", ""addr:district"": ""Hai Chau"", ""name:ko"": ""\ub2e4\ub0ad \uad6d\uc81c\uacf5\ud56d"", ""contact:website"": ""https://danangairport.vn"", ""contact:phone"": ""+84 511 3823397"", ""name:de"": ""Flughafen Da Nang"", ""international_flights"": ""yes"", ""aeroway"": ""aerodrome"", ""name:ru"": ""\u0414\u0430\u043d\u0430\u043d\u0433 (\u0430\u044d\u0440\u043e\u043f\u043e\u0440\u0442)"", ""aerodrome"": ""international"", ""name:zh"": ""\u5c98\u6e2f\u56fd\u9645\u673a\u573a"", ""addr:country"": ""VN"", ""name:es"": ""Aeropuerto Internacional de \u0110\u00e0 N\u1eb5ng"", ""addr:street"": ""Hoa Thuan Tay Ward""}";;
36.0861332, -115.1457407;McCarran International Airport;McCarran International Airport;;LAS;KLAS;en:McCarran International Airport;Q853886;https://www.mccarran.com;;Clark County Department of Aviation;;https://www.openstreetmap.org/edit?node=218427190;Gagravarr_Airports;"{""addr:housenumber"": ""5757"", ""source_ref"": ""geonames.usgs.gov"", ""name:de"": ""Flughafen McCarran International"", ""addr:city"": ""Las Vegas"", ""aerodrome"": ""international"", ""gnis:feature_type"": ""Airport"", ""type"": ""civil"", ""addr:street"": ""Wayne Newton Blvd"", ""name:zh-Hant"": ""\u9ea5\u5361\u502b\u570b\u969b\u6a5f\u5834"", ""addr:state"": ""NV"", ""ele"": ""665"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Las Vegas Airport;Las Vegas International Airport"", ""gnis:created"": ""09/01/1989"", ""gnis:feature_id"": ""864077"", ""faa"": ""LAS"", ""name:zh"": ""\u9ea5\u5361\u502b\u570b\u969b\u6a5f\u5834"", ""rank_aci:2016"": ""26"", ""gnis:county_name"": ""Clark""}";United States;US
7.3668547, 134.5434645;Roman Tmetuchl International Airport;;;ROR;PTRO;en:Roman Tmetuchl International Airport;Q1147092;;;;;https://www.openstreetmap.org/edit?node=219489475;ourairports.com;"{""name_2"": ""Babelthuap Koror"", ""int_name"": ""KOROR"", ""gnis:county_name"": ""Airai"", ""gnis:feature_type"": ""Airport"", ""aerodrome:type"": ""international"", ""ele"": ""54"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Babelthuap Airport"", ""old_name"": ""Palau International Airport"", ""gnis:created"": ""01/01/2000"", ""gnis:feature_id"": ""1391353"", ""vfr"": ""yes"", ""gnis:edited"": ""11/18/2008""}";Pacific Islands (Palau);PW
35.7532266, 6.3091322;Aéroport Mostepha Ben Boulaid - Batna;Mostépha Ben Boulaid Airport;Aéroport Mostepha Ben Boulaid - Batna;BLJ;DABT;fr:Aéroport de Batna - Mostepha Ben Boulaid;Q2265566;;;Etablissement de Gestion de Services Aéroportuaires;;https://www.openstreetmap.org/edit?node=221178588;"IATA;wikipedia;ouraiports.com;Bing";"{""name:el"": ""\u0391\u03b5\u03c1\u03bf\u03b4\u03c1\u03cc\u03bc\u03b9\u03bf \u03c4\u03b7\u03c2 \u039c\u03c0\u03ac\u03c4\u03bd\u03b1 \u00ab\u039c\u03bf\u03c3\u03c4\u03b5\u03c6\u03ac \u039c\u03c0\u03b5\u03bd \u039c\u03c0\u03bf\u03c5\u03bb\u03ac\u03b9\u03bd\u03c4\u00bb"", ""aeroway"": ""aerodrome"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0645\u0635\u0637\u0641\u0649 \u0628\u0646 \u0628\u0648\u0644\u0639\u064a\u062f"", ""alt_name"": ""Batna Airport"", ""ele"": ""822"", ""closest_town"": ""Batna"", ""aerodrome:type"": ""public"", ""aerodrome"": ""international""}";Algeria;DZ
-20.4324329, 57.6827542;Sir Seewoosagur Ramgoolam International Airport;Sir Seewoosagur Ramgoolam International Airport;Aéroport international Sir Seewoosagur Ramgoolam;MRU;FIMP;;;;;;;https://www.openstreetmap.org/edit?node=224372716;Bing;"{""aeroway"": ""aerodrome"", ""short_name"": ""SSR International Airport"", ""is_in:country"": ""Mauritius"", ""is_in:country_code"": ""MU"", ""aerodrome:type"": ""international""}";Mauritius;MU
21.9720241, -159.3435362;Līhu‘e Airport;Līhu‘e Airport;;LIH;PHLI;en:Līhu‘e Airport;;;;Hawaii Department of Transportation;;https://www.openstreetmap.org/edit?node=224436999;wikipedia;"{""aeroway"": ""aerodrome"", ""gnis:county_name"": ""Kauai"", ""gnis:feature_type"": ""Airport"", ""is_in"": ""US"", ""gnis:created"": ""09/01/1994"", ""gnis:feature_id"": ""365441"", ""addr:state"": ""HI"", ""aerodrome:type"": ""international"", ""ele"": ""42""}";United States;US
46.9215498, -96.8141641;Hector International Airport;Hector International Airport;;FAR;KFAR;en:Hector International Airport;Q2699491;https://fargoairport.com/;;City of Fargo Municipal Airport Authority;;https://www.openstreetmap.org/edit?node=224689659;"Wikipedia;USGS GNIS";"{""gnis:county_name"": ""Cass"", ""gnis:feature_type"": ""Airport"", ""addr:state"": ""ND"", ""ele"": ""274"", ""aeroway"": ""aerodrome"", ""aerodrome:type"": ""international"", ""alt_name"": ""Hector Field"", ""gnis:created"": ""09/23/1986"", ""gnis:feature_id"": ""1033025"", ""type"": ""public"", ""source_ref"": ""geonames.usgs.gov""}";United States;US
47.60318, 7.5250502;EuroAirport Bâle-Mulhouse-Fribourg;EuroAirport Basel-Mulhouse-Freiburg;Aéroport Bâle-Mulhouse-Fribourg;"BSL;MLH;EAP";LFSB;en:EuroAirport Basel-Mulhouse-Freiburg;Q156971;http://www.euroairport.com/;;;;https://www.openstreetmap.org/edit?node=231093392;wikipedia;"{""passengers"": ""5000000"", ""wheelchair"": ""yes"", ""aerodrome:type"": ""public"", ""name:de"": ""Flughafen Basel-M\u00fclhausen-Freiburg"", ""aeroway"": ""aerodrome"", ""alt_name"": ""EuroAirport"", ""ele"": ""271"", ""name:pl"": ""Port lotniczy EuroAirport Bazylea-Miluza-Fryburg"", ""aerodrome"": ""international"", ""ref"": ""EAP"", ""is_in"": ""Basel,(Also MLH & EAP),Switzerland""}";France;FR
20.9300898, -17.0316561;مطار نواذيبو الدولي;Nouadhibou International Airport;;NDB;GQPP;ar:مطار نواذيبو الدولي;;;0022247598959;;;https://www.openstreetmap.org/edit?node=232197881;;"{""aeroway"": ""aerodrome"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0646\u0648\u0627\u0630\u064a\u0628\u0648 \u0627\u0644\u062f\u0648\u0644\u064a"", ""aerodrome:type"": ""public"", ""aerodrome"": ""international""}";Mauritania;MR
-11.5335726, 43.2711882;مطار الأمير سعيد إبراهيم الدولي Aéroport international Moroni Prince Saïd Ibrahim;Prince Said Ibrahim International Airport;;HAH;FMCH;ar:مطار الأمير سعيد إبراهيم الدولي;Q653299;;;Federal Republic of the Comoros;;https://www.openstreetmap.org/edit?node=232872053;wikipedia;"{""aeroway"": ""aerodrome"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0627\u0644\u0623\u0645\u064a\u0631 \u0633\u0639\u064a\u062f \u0625\u0628\u0631\u0627\u0647\u064a\u0645 \u0627\u0644\u062f\u0648\u0644\u064a"", ""name_1"": ""Prince Said Ibrahim Intl"", ""ele"": ""28"", ""closest_town"": ""Moroni, Comoros"", ""aerodrome:type"": ""international"", ""is_in"": "",,Comoros""}";Comoros;KM
